order_id,session_id,user_id,order_date,total_amount,discount_amount,payment_method,status
162,1729,245,2024-06-15,1085.39,28.95,credit_card,completed
163,1747,248,2024-06-08,2276.84,0.0,debit_card,completed
164,1749,249,2024-01-25,3601.32,0.0,upi,completed
165,1760,250,2024-04-27,3964.14,0.0,paypal,completed
166,1765,251,2024-01-29,682.92,0.0,buy_now_pay_later,completed
167,1773,252,2024-05-11,506.22,0.0,upi,completed
168,1778,253,2024-05-28,846.54,0.0,upi,completed
169,1794,256,2024-04-08,3021.45,42.72,upi,completed
170,1832,262,2024-03-08,3851.82,0.0,credit_card,completed
171,1837,263,2024-05-01,2293.68,0.0,upi,completed
172,1842,264,2024-02-12,2169.16,0.0,credit_card,completed
173,1844,264,2024-03-04,807.94,21.65,paypal,completed
174,1864,267,2024-04-13,97.15,49.08,upi,completed
175,1865,267,2024-01-12,1134.6,8.54,debit_card,completed
176,1889,268,2024-04-16,659.04,26.04,buy_now_pay_later,completed
177,1893,268,2024-03-24,1161.09,0.0,paypal,completed
178,1894,268,2024-06-26,3453.02,26.33,credit_card,completed
179,1909,271,2024-03-18,249.74,0.0,buy_now_pay_later,cancelled
180,1910,271,2024-05-14,621.78,7.27,debit_card,completed
181,1923,273,2024-02-02,1118.38,0.0,credit_card,completed
182,1927,274,2024-04-12,623.41,0.0,paypal,returned
183,1929,274,2024-02-11,347.6,37.28,debit_card,completed
184,1930,274,2024-06-06,1049.43,0.0,upi,completed
185,1938,275,2024-05-20,550.56,9.77,credit_card,completed
186,1942,277,2024-03-08,243.36,31.98,debit_card,completed
187,1949,278,2024-06-07,1604.85,0.0,debit_card,completed
188,1956,279,2024-05-18,1044.77,0.0,buy_now_pay_later,completed
189,1969,281,2024-06-06,3023.07,34.83,upi,completed
190,1982,283,2024-04-13,693.36,0.0,upi,completed
191,2019,286,2024-02-07,19.1,38.46,debit_card,completed
192,2023,286,2024-01-31,135.79,0.0,debit_card,completed
193,2038,291,2024-04-14,1205.24,37.8,paypal,completed
194,2039,291,2024-01-20,338.83,0.0,credit_card,completed
195,2049,292,2024-05-04,814.38,0.0,debit_card,completed
196,2050,292,2024-01-27,1337.94,25.15,buy_now_pay_later,completed
197,2051,293,2024-05-21,1748.23,22.83,credit_card,completed
198,2052,293,2024-01-11,369.27,34.81,buy_now_pay_later,completed
199,2053,293,2024-01-24,415.28,0.0,buy_now_pay_later,completed
200,2079,299,2024-03-07,490.8,0.0,debit_card,completed
201,2092,303,2024-01-11,1499.56,0.0,credit_card,completed
202,2093,303,2024-01-05,70.88,24.64,upi,cancelled
203,2114,308,2024-03-19,3976.87,0.0,upi,completed
204,2116,308,2024-04-03,869.55,0.0,buy_now_pay_later,completed
205,2129,310,2024-06-15,391.9,0.0,debit_card,returned
206,2142,312,2024-01-03,54.78,39.34,credit_card,completed
207,2143,312,2024-04-20,2554.97,0.0,upi,completed
208,2149,313,2024-04-09,370.98,0.0,debit_card,returned
209,2153,314,2024-03-30,59.47,0.0,debit_card,completed
210,2163,314,2024-06-06,1246.34,31.92,paypal,completed
211,2169,314,2024-04-10,1794.99,0.0,credit_card,completed
212,2172,315,2024-02-11,1614.16,0.0,debit_card,completed
213,2200,319,2024-05-15,1163.76,30.31,buy_now_pay_later,completed
214,2218,322,2024-01-16,504.58,0.0,buy_now_pay_later,completed
215,2225,324,2024-03-14,448.5,0.0,buy_now_pay_later,completed
216,2244,326,2024-06-23,752.71,0.0,paypal,completed
217,2250,328,2024-03-30,2282.79,47.79,credit_card,completed
218,2251,329,2024-03-06,2143.2,19.9,paypal,completed
219,2254,330,2024-04-17,3271.44,0.0,paypal,completed
220,2263,331,2024-01-02,378.19,33.58,upi,completed
221,2266,331,2024-01-07,1225.92,0.0,debit_card,completed
222,2276,332,2024-02-08,2031.68,13.42,credit_card,returned
223,2305,337,2024-01-21,1649.8,48.74,paypal,completed
224,2315,339,2024-01-28,523.64,0.0,upi,returned
225,2316,340,2024-03-10,1317.88,33.53,upi,completed
226,2324,341,2024-01-30,854.06,0.0,debit_card,completed
227,2329,342,2024-03-14,598.08,39.44,upi,completed
228,2330,342,2024-05-31,864.4,30.84,credit_card,completed
229,2332,343,2024-02-07,576.55,0.0,paypal,completed
230,2333,343,2024-03-02,958.63,0.0,debit_card,completed
231,2336,344,2024-04-02,2283.44,0.0,debit_card,cancelled
232,2349,346,2024-01-18,112.58,0.0,upi,completed
233,2356,347,2024-03-24,141.69,7.64,upi,returned
234,2363,349,2024-01-03,291.83,42.2,debit_card,completed
235,2367,350,2024-04-04,878.76,0.0,credit_card,completed
236,2384,352,2024-02-04,1683.71,0.0,debit_card,completed
237,2393,354,2024-03-20,812.21,38.82,credit_card,cancelled
238,2400,356,2024-03-24,550.67,0.0,credit_card,completed
239,2401,356,2024-01-01,1005.79,20.64,credit_card,completed
240,2410,359,2024-01-27,1051.68,0.0,debit_card,cancelled
241,2423,361,2024-05-23,504.22,0.0,upi,completed
242,2465,367,2024-06-27,2573.91,0.0,buy_now_pay_later,completed
243,2472,368,2024-01-23,2847.64,0.0,credit_card,completed
244,2474,368,2024-01-11,1079.03,0.0,credit_card,cancelled
245,2498,371,2024-05-31,1440.41,0.0,debit_card,completed
246,2518,373,2024-06-13,340.22,0.0,buy_now_pay_later,completed
247,2542,377,2024-05-13,238.07,0.0,upi,completed
248,2546,377,2024-04-01,1779.55,0.0,paypal,returned
249,2555,379,2024-04-29,237.44,14.53,paypal,completed
250,2571,384,2024-02-03,881.6,0.0,buy_now_pay_later,completed
251,2572,384,2024-05-13,723.68,14.82,upi,completed
252,2579,386,2024-06-05,309.96,49.65,upi,completed
253,2583,386,2024-02-29,507.82,9.34,upi,completed
254,2621,391,2024-06-06,80.8,0.0,debit_card,completed
255,2623,391,2024-04-29,508.62,0.0,upi,completed
256,2626,391,2024-04-28,2436.63,45.37,paypal,completed
257,2635,393,2024-01-23,16.98,30.75,buy_now_pay_later,cancelled
258,2636,393,2024-02-18,166.74,14.48,paypal,completed
259,2643,395,2024-05-25,4064.44,44.15,debit_card,completed
260,2661,397,2024-06-04,2673.38,0.0,paypal,completed
261,2680,400,2024-01-17,1415.76,0.0,credit_card,completed
262,2682,400,2024-06-15,1092.15,0.0,credit_card,completed
263,2692,402,2024-05-07,1443.19,20.04,debit_card,completed
264,2696,403,2024-06-20,1700.61,0.0,credit_card,completed
265,2702,404,2024-06-19,5054.58,0.0,upi,completed
266,2706,405,2024-04-06,108.56,35.09,paypal,completed
267,2722,408,2024-01-26,1148.36,46.32,buy_now_pay_later,returned
268,2725,408,2024-06-09,4822.7,28.21,upi,completed
269,2732,408,2024-04-01,1417.87,0.0,credit_card,completed
270,2735,409,2024-01-24,1613.14,0.0,buy_now_pay_later,completed
271,2737,410,2024-06-21,324.19,0.0,buy_now_pay_later,completed
272,2760,414,2024-03-11,4335.72,0.0,credit_card,completed
273,2765,415,2024-04-23,356.19,0.0,credit_card,returned
274,2767,415,2024-02-03,402.32,45.19,buy_now_pay_later,completed
275,2771,416,2024-05-09,328.04,0.0,debit_card,completed
276,2774,416,2024-02-13,3075.42,47.44,buy_now_pay_later,cancelled
277,2775,416,2024-06-12,2468.44,0.0,buy_now_pay_later,completed
278,2780,416,2024-03-23,2889.95,25.95,upi,completed
279,2791,417,2024-01-23,751.45,29.54,credit_card,returned
280,2798,418,2024-02-28,3359.11,14.93,credit_card,completed
281,2813,420,2024-03-20,3611.86,0.0,debit_card,completed
282,2822,422,2024-03-03,2728.8,13.97,credit_card,completed
283,2838,425,2024-06-24,1710.86,40.82,upi,completed
284,2849,426,2024-03-30,328.55,46.39,upi,completed
285,2857,427,2024-01-14,1556.21,45.77,buy_now_pay_later,completed
286,2858,427,2024-06-09,2384.74,34.13,debit_card,returned
287,2888,430,2024-03-18,88.34,6.15,upi,completed
288,2926,436,2024-03-07,107.13,41.08,buy_now_pay_later,completed
289,2948,438,2024-02-04,2425.85,0.0,upi,returned
290,2960,441,2024-03-11,1136.74,9.85,buy_now_pay_later,completed
291,2961,441,2024-02-29,797.81,0.0,paypal,completed
292,2962,441,2024-05-01,847.75,36.45,buy_now_pay_later,completed
293,2970,443,2024-01-06,610.65,26.38,debit_card,completed
294,2981,445,2024-02-07,1398.3,14.27,buy_now_pay_later,completed
295,2984,445,2024-01-07,1051.17,40.6,upi,completed
296,2991,446,2024-03-29,1067.75,0.0,paypal,completed
297,3000,447,2024-02-02,1833.03,0.0,debit_card,completed
298,3010,449,2024-03-24,824.05,0.0,paypal,returned
299,3022,450,2024-03-18,1568.34,6.18,buy_now_pay_later,completed
300,3023,450,2024-06-28,363.83,9.41,upi,completed
301,3028,450,2024-05-02,1442.75,13.99,upi,completed
302,3031,451,2024-06-06,3294.62,0.0,credit_card,completed
303,3034,451,2024-03-06,3118.53,0.0,paypal,completed
304,3040,453,2024-04-09,74.48,39.87,credit_card,returned
305,3071,461,2024-01-26,1035.48,0.0,paypal,completed
306,3079,463,2024-02-29,1736.58,0.0,buy_now_pay_later,completed
307,3097,465,2024-04-14,1648.31,29.1,buy_now_pay_later,completed
308,3101,466,2024-04-17,1222.63,0.0,credit_card,completed
309,3109,468,2024-04-30,557.43,48.24,buy_now_pay_later,completed
310,3120,470,2024-04-05,1255.86,0.0,paypal,returned
311,3123,470,2024-02-17,328.76,0.0,upi,completed
312,3128,470,2024-05-04,85.76,39.91,upi,completed
313,3142,472,2024-06-25,707.07,30.26,upi,cancelled
314,3146,472,2024-03-26,690.4,0.0,buy_now_pay_later,completed
315,3151,472,2024-01-08,2505.06,17.04,debit_card,completed
316,3156,473,2024-04-05,1559.59,24.18,credit_card,returned
317,3161,474,2024-05-08,1687.31,0.0,paypal,completed
318,3167,474,2024-05-15,272.87,0.0,upi,completed
319,3177,475,2024-06-06,598.96,37.26,upi,completed
320,3178,476,2024-01-06,299.33,47.8,paypal,completed
321,3189,478,2024-04-09,988.23,9.43,debit_card,completed
322,3190,478,2024-05-05,225.41,37.17,debit_card,completed
323,3192,479,2024-04-24,4237.6,15.48,upi,completed
324,3196,479,2024-03-21,2342.4,0.0,buy_now_pay_later,completed
325,3206,481,2024-04-21,1798.35,5.69,debit_card,completed
326,3222,483,2024-04-24,1052.7,0.0,buy_now_pay_later,completed
327,3228,486,2024-02-27,535.45,0.0,paypal,completed
328,3244,488,2024-05-02,301.13,31.28,credit_card,completed
329,3246,488,2024-03-11,785.81,6.55,paypal,completed
330,3251,489,2024-01-31,230.93,44.19,buy_now_pay_later,completed
331,3267,490,2024-04-18,4022.25,0.0,paypal,completed
332,3271,491,2024-04-01,766.57,0.0,buy_now_pay_later,completed
333,3291,492,2024-06-07,1130.23,0.0,upi,completed
334,3309,494,2024-01-11,1407.8,38.33,upi,completed
335,3324,498,2024-06-04,1821.42,0.0,upi,completed
336,3357,502,2024-03-20,1027.01,0.0,buy_now_pay_later,completed
337,3366,503,2024-03-23,722.11,26.13,debit_card,completed
338,3396,508,2024-06-25,4712.45,26.03,upi,completed
339,3398,509,2024-01-26,482.51,0.0,paypal,completed
340,3418,512,2024-05-21,416.66,5.94,debit_card,completed
341,3421,512,2024-03-10,409.62,0.0,upi,completed
342,3432,513,2024-03-15,1558.91,38.44,buy_now_pay_later,completed
343,3445,516,2024-05-19,1695.26,0.0,buy_now_pay_later,completed
344,3452,516,2024-01-05,1.0,43.94,debit_card,completed
345,3469,520,2024-04-13,1827.89,38.13,paypal,completed
346,3473,521,2024-06-18,1001.81,44.89,credit_card,returned
347,3476,521,2024-06-23,669.59,43.87,credit_card,completed
348,3479,521,2024-03-21,154.87,0.0,upi,completed
349,3481,521,2024-02-13,244.84,0.0,paypal,returned
350,3482,521,2024-05-13,117.12,31.7,paypal,returned
351,3484,521,2024-03-30,4458.11,12.22,paypal,completed
352,3485,521,2024-03-24,2720.03,20.08,buy_now_pay_later,completed
353,3492,523,2024-06-08,1597.11,0.0,buy_now_pay_later,completed
354,3494,524,2024-02-23,2772.56,47.12,paypal,completed
355,3512,529,2024-05-31,1993.96,40.62,buy_now_pay_later,completed
356,3516,529,2024-01-26,2968.77,12.89,debit_card,completed
357,3518,529,2024-06-27,1119.52,28.6,buy_now_pay_later,completed
358,3524,530,2024-06-23,475.07,49.0,debit_card,returned
359,3530,530,2024-04-22,1203.05,14.46,debit_card,completed
360,3541,532,2024-06-09,1572.59,27.63,debit_card,completed
361,3594,538,2024-03-22,3938.76,0.0,debit_card,completed
362,3595,538,2024-06-15,1717.38,0.0,paypal,completed
363,3599,538,2024-04-24,1212.55,27.54,credit_card,completed
364,3612,539,2024-02-18,1814.93,48.02,paypal,completed
365,3633,542,2024-03-09,452.48,0.0,credit_card,completed
366,3649,544,2024-01-19,1384.34,8.72,buy_now_pay_later,completed
367,3654,544,2024-06-28,87.53,42.72,buy_now_pay_later,completed
368,3658,545,2024-05-06,1770.65,35.75,debit_card,completed
369,3674,546,2024-06-24,1081.63,43.33,paypal,completed
370,3681,546,2024-02-12,344.35,0.0,credit_card,completed
371,3697,547,2024-05-07,637.91,0.0,buy_now_pay_later,completed
372,3709,549,2024-01-27,3177.94,18.5,buy_now_pay_later,completed
373,3715,550,2024-04-13,1115.01,0.0,credit_card,returned
374,3732,550,2024-03-23,416.72,9.47,debit_card,completed
375,3760,555,2024-03-22,1835.5,0.0,credit_card,completed
376,3762,555,2024-05-21,1988.55,44.85,credit_card,completed
377,3777,556,2024-02-22,1077.51,24.56,upi,completed
378,3778,556,2024-06-05,756.23,44.78,credit_card,completed
379,3790,557,2024-01-13,3496.19,6.2,credit_card,completed
380,3791,557,2024-04-01,313.46,37.75,paypal,completed
381,3825,563,2024-06-13,1665.04,33.43,buy_now_pay_later,completed
382,3835,565,2024-03-15,1324.32,0.0,buy_now_pay_later,completed
383,3842,567,2024-04-16,605.84,0.0,buy_now_pay_later,completed
384,3847,567,2024-06-07,2854.58,0.0,credit_card,completed
385,3849,568,2024-04-30,293.56,0.0,upi,completed
386,3854,569,2024-06-28,361.96,0.0,credit_card,completed
387,3874,571,2024-03-07,2263.07,21.79,credit_card,completed
388,3896,576,2024-03-19,2313.6,34.14,credit_card,completed
389,3905,578,2024-01-28,2190.47,25.69,debit_card,completed
390,3911,578,2024-02-02,458.23,27.28,credit_card,completed
391,3916,578,2024-05-27,2533.37,0.0,buy_now_pay_later,completed
392,3951,586,2024-01-10,1145.07,0.0,buy_now_pay_later,completed
393,3955,586,2024-06-07,879.32,0.0,debit_card,completed
394,3976,589,2024-02-01,1770.32,9.07,paypal,completed
395,3981,590,2024-03-15,1776.58,32.24,buy_now_pay_later,completed
396,3983,590,2024-05-31,333.32,45.87,credit_card,returned
397,3993,591,2024-01-16,1409.13,30.82,debit_card,completed
398,3998,591,2024-06-29,1352.27,0.0,credit_card,completed
399,3999,591,2024-04-19,6225.27,0.0,buy_now_pay_later,completed
400,4012,594,2024-02-10,652.96,0.0,upi,completed
401,4019,595,2024-05-27,1765.0,39.8,credit_card,cancelled
402,4028,596,2024-03-06,1342.12,0.0,buy_now_pay_later,completed
403,4030,597,2024-05-17,713.72,0.0,debit_card,completed
404,4073,604,2024-01-07,774.61,46.81,buy_now_pay_later,cancelled
405,4075,604,2024-06-28,2890.41,48.53,buy_now_pay_later,completed
406,4086,605,2024-03-07,425.0,0.0,paypal,completed
407,4087,605,2024-01-24,2306.13,0.0,paypal,completed
408,4100,606,2024-04-20,81.21,37.94,debit_card,completed
409,4111,609,2024-05-18,1565.72,0.0,credit_card,cancelled
410,4131,611,2024-02-23,803.68,0.0,upi,completed
411,4138,613,2024-03-14,2545.98,0.0,buy_now_pay_later,completed
412,4146,614,2024-06-03,1866.83,0.0,paypal,completed
413,4147,614,2024-04-28,2294.32,0.0,upi,completed
414,4164,617,2024-04-20,133.75,0.0,upi,returned
415,4168,619,2024-05-20,899.61,32.33,credit_card,completed
416,4174,620,2024-06-16,362.16,0.0,debit_card,completed
417,4181,621,2024-06-04,1104.15,20.27,buy_now_pay_later,completed
418,4191,621,2024-05-04,336.58,0.0,upi,completed
419,4201,622,2024-02-21,1456.94,0.0,debit_card,completed
420,4223,627,2024-04-14,2066.44,0.0,credit_card,completed
421,4224,627,2024-02-26,883.82,9.44,debit_card,cancelled
422,4228,628,2024-06-07,2934.27,18.37,buy_now_pay_later,completed
423,4235,628,2024-06-19,955.63,36.03,credit_card,completed
424,4237,628,2024-01-19,1968.05,0.0,buy_now_pay_later,completed
425,4241,629,2024-01-24,2027.96,0.0,buy_now_pay_later,completed
426,4259,632,2024-04-19,812.91,5.57,upi,completed
427,4290,637,2024-01-15,846.09,0.0,credit_card,completed
428,4297,638,2024-02-13,556.53,24.59,paypal,cancelled
429,4314,641,2024-06-23,308.4,0.0,paypal,completed
430,4327,642,2024-04-23,1754.07,0.0,buy_now_pay_later,completed
431,4365,647,2024-05-09,149.55,25.83,debit_card,completed
432,4378,648,2024-03-17,1271.76,12.1,debit_card,completed
433,4402,650,2024-01-10,452.99,40.11,debit_card,completed
434,4405,650,2024-02-13,1714.04,0.0,debit_card,completed
435,4412,652,2024-03-23,1029.66,0.0,upi,completed
436,4426,655,2024-03-24,857.42,12.85,buy_now_pay_later,completed
437,4430,657,2024-06-14,1326.07,0.0,buy_now_pay_later,completed
438,4462,660,2024-06-05,829.14,0.0,upi,completed
439,4464,660,2024-04-21,2568.23,0.0,upi,cancelled
440,4470,661,2024-01-08,1784.43,0.0,credit_card,completed
441,4481,661,2024-05-13,826.93,0.0,upi,completed
442,4483,662,2024-06-06,89.96,0.0,credit_card,completed
443,4489,663,2024-06-10,173.65,0.0,debit_card,completed
444,4509,665,2024-05-23,2921.64,0.0,upi,completed
445,4525,668,2024-03-02,1897.48,8.58,paypal,completed
446,4549,671,2024-05-01,427.8,0.0,credit_card,completed
447,4558,672,2024-03-17,338.8,0.0,credit_card,completed
448,4559,672,2024-03-02,11.2,39.13,paypal,completed
449,4564,672,2024-01-21,785.9,13.5,buy_now_pay_later,completed
450,4566,673,2024-02-10,606.48,24.75,buy_now_pay_later,completed
451,4579,676,2024-03-18,260.24,0.0,paypal,returned
452,4588,677,2024-05-19,1094.49,6.55,buy_now_pay_later,completed
