session_id,user_id,session_date,session_hour,device_type,channel,landing_page
94,16,2024-03-27,20,mobile,direct,/sale
95,16,2024-04-01,11,mobile,organic_search,/deals
96,16,2024-06-30,7,mobile,paid_search,/category/headphones
97,16,2024-01-06,10,mobile,organic_search,/category/smartphones
98,16,2024-04-14,9,mobile,organic_search,/category/laptops
99,17,2024-05-31,14,tablet,referral,/category/smartphones
100,17,2024-06-21,22,mobile,organic_search,/category/smartphones
101,17,2024-03-22,11,desktop,organic_search,/sale
102,17,2024-04-12,16,tablet,organic_search,/home
103,17,2024-01-23,20,tablet,organic_search,/home
104,17,2024-03-20,16,mobile,social_media,/home
105,17,2024-03-12,11,desktop,social_media,/category/laptops
106,17,2024-01-13,23,tablet,email,/category/headphones
107,17,2024-05-16,9,tablet,organic_search,/sale
108,17,2024-03-30,14,mobile,direct,/category/laptops
109,18,2024-01-01,19,mobile,direct,/deals
110,18,2024-01-23,0,desktop,paid_search,/category/laptops
111,18,2024-03-03,17,desktop,social_media,/category/smartphones
112,18,2024-03-19,10,desktop,paid_search,/deals
113,18,2024-04-01,8,mobile,email,/home
114,18,2024-05-02,10,desktop,direct,/category/headphones
115,18,2024-02-25,22,mobile,organic_search,/category/laptops
116,19,2024-04-11,20,mobile,email,/deals
117,19,2024-04-21,9,mobile,direct,/category/laptops
118,19,2024-01-22,7,tablet,referral,/new-arrivals
119,19,2024-05-17,11,tablet,organic_search,/new-arrivals
120,20,2024-02-04,15,desktop,social_media,/category/smartphones
121,20,2024-01-07,20,mobile,organic_search,/category/laptops
122,20,2024-06-30,22,tablet,paid_search,/sale
123,20,2024-04-09,18,desktop,social_media,/deals
124,21,2024-02-05,16,mobile,referral,/new-arrivals
125,21,2024-01-21,8,mobile,direct,/new-arrivals
126,21,2024-01-02,6,mobile,organic_search,/new-arrivals
127,21,2024-05-05,15,desktop,paid_search,/home
128,21,2024-01-05,14,desktop,email,/deals
129,21,2024-06-09,19,desktop,organic_search,/category/laptops
130,21,2024-05-07,11,mobile,organic_search,/deals
131,21,2024-04-08,3,mobile,paid_search,/new-arrivals
132,22,2024-06-11,12,desktop,organic_search,/sale
133,22,2024-06-25,22,desktop,social_media,/new-arrivals
134,23,2024-06-01,19,desktop,paid_search,/sale
135,23,2024-05-06,2,mobile,paid_search,/new-arrivals
136,23,2024-06-18,20,mobile,paid_search,/sale
137,24,2024-03-16,13,mobile,direct,/category/headphones
138,24,2024-05-06,11,desktop,referral,/sale
139,24,2024-04-27,11,mobile,social_media,/home
140,24,2024-03-15,15,desktop,email,/category/headphones
141,24,2024-05-23,14,desktop,direct,/new-arrivals
142,25,2024-04-20,16,tablet,email,/sale
143,25,2024-05-16,15,desktop,paid_search,/category/headphones
144,25,2024-05-25,8,desktop,paid_search,/deals
145,25,2024-06-24,10,desktop,social_media,/home
146,25,2024-06-24,19,mobile,email,/sale
147,25,2024-03-08,16,desktop,paid_search,/category/headphones
148,25,2024-03-29,13,desktop,organic_search,/new-arrivals
149,25,2024-06-03,9,mobile,social_media,/category/laptops
150,25,2024-06-27,0,desktop,email,/deals
151,25,2024-03-04,11,mobile,paid_search,/sale
152,25,2024-03-06,4,mobile,organic_search,/category/smartphones
153,25,2024-06-16,13,mobile,organic_search,/category/laptops
154,25,2024-04-20,19,desktop,email,/deals
155,25,2024-01-16,10,desktop,organic_search,/new-arrivals
156,26,2024-05-18,19,desktop,direct,/category/headphones
157,26,2024-02-25,17,desktop,organic_search,/sale
158,27,2024-01-24,7,mobile,social_media,/home
159,27,2024-03-01,16,desktop,organic_search,/category/smartphones
160,27,2024-03-15,8,mobile,email,/category/headphones
161,27,2024-05-13,16,mobile,organic_search,/new-arrivals
162,27,2024-04-05,8,desktop,email,/home
163,27,2024-06-19,12,tablet,paid_search,/home
164,27,2024-04-09,15,tablet,referral,/sale
165,28,2024-05-05,4,desktop,social_media,/deals
166,28,2024-03-23,8,mobile,social_media,/category/smartphones
167,28,2024-01-15,11,desktop,paid_search,/home
168,28,2024-05-13,13,desktop,paid_search,/category/laptops
169,29,2024-03-20,20,mobile,direct,/deals
170,29,2024-03-02,9,mobile,social_media,/home
171,29,2024-05-20,11,mobile,paid_search,/home
172,29,2024-01-26,13,desktop,paid_search,/home
173,29,2024-05-13,10,desktop,email,/category/smartphones
174,30,2024-03-01,16,mobile,social_media,/category/headphones
175,30,2024-05-02,10,tablet,email,/category/laptops
176,30,2024-05-31,18,mobile,social_media,/category/smartphones
177,31,2024-05-01,14,tablet,paid_search,/category/smartphones
178,31,2024-06-20,6,mobile,social_media,/home
179,31,2024-06-08,16,desktop,social_media,/new-arrivals
180,31,2024-03-29,15,desktop,direct,/category/laptops
181,31,2024-06-24,11,mobile,email,/category/headphones
182,31,2024-02-23,0,mobile,organic_search,/sale
183,31,2024-01-18,9,desktop,email,/category/smartphones
184,31,2024-02-28,12,desktop,paid_search,/category/laptops
185,31,2024-02-26,9,mobile,social_media,/category/headphones
186,32,2024-06-25,15,mobile,email,/category/laptops
187,32,2024-06-29,17,tablet,social_media,/category/headphones
188,32,2024-01-13,20,desktop,referral,/deals
189,32,2024-05-14,16,mobile,email,/category/headphones
190,32,2024-05-28,17,mobile,social_media,/home
191,32,2024-02-04,16,desktop,organic_search,/new-arrivals
192,32,2024-06-18,23,desktop,referral,/home
193,32,2024-03-03,10,desktop,paid_search,/sale
194,33,2024-02-15,10,mobile,email,/home
195,33,2024-05-23,7,mobile,organic_search,/sale
196,33,2024-05-29,14,desktop,social_media,/deals
197,33,2024-04-19,7,tablet,paid_search,/sale
198,33,2024-06-25,10,desktop,referral,/sale
199,33,2024-02-27,13,desktop,paid_search,/sale
200,33,2024-02-01,22,desktop,direct,/category/headphones
201,33,2024-03-28,22,desktop,direct,/home
202,33,2024-01-18,18,mobile,direct,/sale
203,33,2024-01-28,12,mobile,referral,/category/headphones
204,33,2024-02-01,20,mobile,paid_search,/category/laptops
205,33,2024-05-22,20,desktop,organic_search,/new-arrivals
206,33,2024-06-03,21,desktop,direct,/sale
207,33,2024-06-08,16,desktop,social_media,/category/headphones
208,34,2024-02-04,9,mobile,direct,/home
209,34,2024-04-27,6,mobile,email,/deals
210,35,2024-01-24,21,mobile,social_media,/home
211,35,2024-06-15,4,desktop,organic_search,/sale
212,35,2024-01-16,10,mobile,direct,/deals
213,36,2024-06-26,14,desktop,direct,/sale
214,36,2024-06-28,1,mobile,organic_search,/category/headphones
215,36,2024-03-11,21,desktop,direct,/new-arrivals
216,36,2024-06-29,10,desktop,organic_search,/home
217,36,2024-02-04,2,desktop,paid_search,/home
218,36,2024-01-20,23,mobile,direct,/home
219,36,2024-02-16,11,mobile,social_media,/deals
220,37,2024-03-02,20,mobile,email,/category/smartphones
221,37,2024-04-18,13,mobile,email,/category/laptops
222,37,2024-01-24,16,mobile,social_media,/category/laptops
223,37,2024-02-29,10,mobile,paid_search,/new-arrivals
224,37,2024-03-16,14,desktop,paid_search,/deals
225,37,2024-03-06,10,desktop,paid_search,/category/headphones
226,37,2024-05-09,22,mobile,direct,/sale
227,37,2024-03-28,5,desktop,organic_search,/new-arrivals
228,38,2024-05-13,10,mobile,referral,/category/laptops
229,38,2024-01-03,20,desktop,paid_search,/category/laptops
230,38,2024-04-30,13,mobile,organic_search,/category/smartphones
231,38,2024-06-19,16,desktop,referral,/category/smartphones
232,38,2024-04-14,16,mobile,paid_search,/sale
233,39,2024-01-22,6,mobile,social_media,/home
234,39,2024-02-25,1,mobile,organic_search,/category/headphones
235,39,2024-04-17,21,mobile,paid_search,/category/headphones
236,39,2024-06-24,10,desktop,paid_search,/new-arrivals
237,39,2024-06-23,12,desktop,paid_search,/deals
238,39,2024-04-21,17,mobile,paid_search,/new-arrivals
239,39,2024-06-14,10,desktop,paid_search,/sale
240,39,2024-02-28,17,mobile,paid_search,/deals
241,39,2024-03-08,13,tablet,email,/category/smartphones
242,39,2024-05-17,20,mobile,direct,/sale
243,40,2024-03-04,10,mobile,paid_search,/deals
244,41,2024-02-20,9,desktop,paid_search,/home
245,41,2024-02-06,19,mobile,social_media,/category/laptops
246,41,2024-06-05,11,mobile,organic_search,/new-arrivals
247,41,2024-02-07,12,tablet,direct,/category/smartphones
248,41,2024-02-25,19,desktop,email,/deals
249,42,2024-04-24,16,mobile,direct,/category/smartphones
250,42,2024-04-28,13,mobile,paid_search,/category/headphones
251,42,2024-06-27,10,desktop,social_media,/category/laptops
252,42,2024-04-05,18,mobile,email,/category/headphones
253,42,2024-03-26,9,desktop,paid_search,/deals
254,42,2024-03-02,21,mobile,paid_search,/category/laptops
255,42,2024-06-15,8,mobile,organic_search,/category/laptops
256,43,2024-03-12,19,mobile,email,/new-arrivals
257,43,2024-02-08,12,desktop,paid_search,/new-arrivals
258,43,2024-04-18,9,desktop,paid_search,/deals
259,43,2024-02-03,12,tablet,paid_search,/home
260,44,2024-06-20,9,mobile,direct,/home
261,44,2024-06-19,8,desktop,paid_search,/home
262,44,2024-05-08,10,mobile,email,/sale
263,44,2024-04-24,20,mobile,organic_search,/category/smartphones
264,44,2024-04-30,7,mobile,referral,/category/laptops
265,44,2024-03-12,22,mobile,email,/category/smartphones
266,44,2024-02-07,0,mobile,organic_search,/new-arrivals
267,44,2024-01-05,16,mobile,social_media,/new-arrivals
268,44,2024-03-21,20,desktop,paid_search,/deals
269,44,2024-05-16,21,desktop,organic_search,/category/smartphones
270,44,2024-02-24,8,mobile,direct,/new-arrivals
271,44,2024-03-27,17,desktop,paid_search,/sale
272,44,2024-03-13,7,desktop,referral,/category/headphones
273,44,2024-05-03,11,mobile,direct,/home
274,44,2024-05-07,17,mobile,organic_search,/home
275,44,2024-05-16,11,mobile,paid_search,/category/laptops
276,44,2024-04-03,11,mobile,email,/category/smartphones
277,44,2024-01-15,7,mobile,social_media,/category/headphones
278,44,2024-01-20,5,tablet,referral,/category/laptops
279,44,2024-01-25,7,mobile,paid_search,/sale
280,45,2024-02-20,20,tablet,organic_search,/new-arrivals
281,45,2024-02-14,0,desktop,organic_search,/category/headphones
282,45,2024-01-14,17,mobile,email,/home
283,45,2024-03-16,18,desktop,organic_search,/category/headphones
284,45,2024-04-01,15,desktop,direct,/home
285,45,2024-06-06,17,tablet,email,/new-arrivals
286,45,2024-02-06,16,mobile,social_media,/category/laptops
287,45,2024-06-07,13,tablet,direct,/home
288,45,2024-04-07,12,tablet,paid_search,/category/laptops
289,45,2024-02-10,21,mobile,organic_search,/category/headphones
290,45,2024-02-08,22,mobile,social_media,/category/smartphones
291,45,2024-05-25,16,mobile,referral,/home
292,45,2024-06-30,9,desktop,organic_search,/new-arrivals
293,45,2024-02-03,13,mobile,paid_search,/category/headphones
294,45,2024-03-09,14,mobile,social_media,/category/headphones
295,45,2024-05-22,18,mobile,organic_search,/category/laptops
296,45,2024-02-07,17,tablet,referral,/category/smartphones
297,45,2024-03-17,14,mobile,organic_search,/sale
298,45,2024-03-28,17,desktop,social_media,/new-arrivals
299,45,2024-04-21,2,desktop,email,/deals
300,46,2024-03-25,18,mobile,paid_search,/sale
301,47,2024-05-10,9,mobile,direct,/new-arrivals
302,47,2024-06-06,16,mobile,organic_search,/deals
303,47,2024-04-16,7,mobile,direct,/deals
304,47,2024-02-19,7,mobile,organic_search,/new-arrivals
305,47,2024-01-21,3,mobile,social_media,/deals
306,48,2024-05-13,21,mobile,referral,/new-arrivals
307,48,2024-02-29,16,desktop,organic_search,/deals
308,48,2024-04-14,11,mobile,social_media,/sale
309,48,2024-02-02,18,mobile,paid_search,/home
310,48,2024-06-09,16,mobile,email,/sale
311,48,2024-02-12,16,desktop,social_media,/category/headphones
312,49,2024-02-12,14,mobile,direct,/sale
313,49,2024-03-12,0,desktop,social_media,/category/smartphones
314,49,2024-02-07,10,desktop,paid_search,/deals
315,50,2024-02-10,7,tablet,email,/category/smartphones
316,50,2024-01-17,16,mobile,paid_search,/category/laptops
317,51,2024-02-10,10,mobile,paid_search,/home
318,51,2024-04-18,13,desktop,organic_search,/category/laptops
319,51,2024-01-19,11,mobile,email,/category/smartphones
320,51,2024-03-01,8,tablet,organic_search,/sale
321,51,2024-03-30,22,mobile,direct,/home
322,51,2024-06-18,21,mobile,paid_search,/category/smartphones
323,51,2024-06-26,6,desktop,organic_search,/category/headphones
324,51,2024-03-11,19,desktop,organic_search,/new-arrivals
325,51,2024-04-22,14,mobile,paid_search,/category/laptops
326,51,2024-05-04,18,desktop,paid_search,/new-arrivals
327,51,2024-03-29,8,desktop,organic_search,/category/smartphones
328,51,2024-05-04,8,mobile,referral,/sale
329,51,2024-01-17,20,desktop,email,/category/headphones
330,51,2024-04-14,21,mobile,social_media,/category/headphones
331,51,2024-06-15,13,mobile,organic_search,/deals
332,51,2024-05-20,20,desktop,direct,/category/smartphones
333,51,2024-06-13,17,mobile,paid_search,/category/smartphones
334,51,2024-03-28,9,desktop,email,/category/laptops
335,52,2024-06-04,11,mobile,paid_search,/new-arrivals
336,52,2024-03-27,8,desktop,organic_search,/new-arrivals
337,52,2024-06-13,18,desktop,social_media,/new-arrivals
338,52,2024-01-10,23,mobile,paid_search,/new-arrivals
339,52,2024-03-19,15,desktop,email,/category/laptops
340,52,2024-02-14,16,tablet,email,/sale
341,52,2024-01-14,18,mobile,referral,/category/headphones
342,52,2024-03-29,9,desktop,social_media,/category/smartphones
343,53,2024-06-13,11,desktop,paid_search,/deals
344,53,2024-06-17,12,desktop,social_media,/deals
345,53,2024-04-29,15,tablet,paid_search,/new-arrivals
346,53,2024-04-05,19,mobile,social_media,/new-arrivals
347,53,2024-05-17,10,desktop,paid_search,/category/laptops
348,53,2024-05-29,13,mobile,direct,/category/smartphones
349,54,2024-01-26,18,mobile,paid_search,/deals
350,54,2024-03-08,6,mobile,organic_search,/deals
351,54,2024-03-17,14,desktop,organic_search,/category/smartphones
352,54,2024-04-23,8,mobile,organic_search,/category/headphones
353,55,2024-02-01,14,mobile,email,/category/laptops
354,55,2024-04-05,18,mobile,paid_search,/home
355,55,2024-06-17,10,mobile,email,/category/smartphones
356,55,2024-04-27,19,mobile,social_media,/category/laptops
357,56,2024-04-11,11,tablet,organic_search,/category/headphones
358,57,2024-05-29,9,mobile,paid_search,/deals
359,57,2024-05-04,13,tablet,paid_search,/category/headphones
360,57,2024-01-13,20,mobile,direct,/new-arrivals
361,57,2024-06-21,5,tablet,paid_search,/category/headphones
362,57,2024-03-09,11,mobile,organic_search,/category/headphones
363,57,2024-06-19,16,desktop,organic_search,/category/smartphones
364,57,2024-04-03,11,mobile,organic_search,/sale
365,57,2024-03-08,6,mobile,email,/deals
366,57,2024-05-13,11,desktop,referral,/home
367,57,2024-02-12,19,desktop,social_media,/deals
368,58,2024-05-29,22,mobile,social_media,/category/laptops
369,58,2024-06-07,3,mobile,paid_search,/sale
370,58,2024-01-22,15,desktop,referral,/deals
371,58,2024-05-07,7,tablet,organic_search,/category/headphones
372,58,2024-03-03,17,desktop,paid_search,/home
373,59,2024-04-09,0,desktop,organic_search,/category/smartphones
374,59,2024-01-12,1,mobile,organic_search,/category/smartphones
375,59,2024-04-05,18,desktop,paid_search,/category/smartphones
376,59,2024-05-07,6,desktop,paid_search,/category/laptops
377,59,2024-06-20,11,desktop,direct,/category/headphones
378,60,2024-01-28,22,mobile,organic_search,/home
379,60,2024-02-29,23,mobile,organic_search,/sale
380,60,2024-05-25,8,desktop,social_media,/category/headphones
381,61,2024-06-01,15,mobile,organic_search,/category/laptops
382,61,2024-05-23,15,mobile,organic_search,/category/laptops
383,61,2024-05-26,13,mobile,email,/category/laptops
384,61,2024-02-06,21,mobile,referral,/deals
385,61,2024-05-19,18,desktop,social_media,/new-arrivals
386,61,2024-06-12,18,desktop,paid_search,/category/smartphones
387,61,2024-06-25,10,mobile,organic_search,/deals
388,61,2024-06-03,13,mobile,paid_search,/category/smartphones
389,62,2024-05-26,14,desktop,organic_search,/category/headphones
390,62,2024-02-29,11,mobile,social_media,/category/laptops
391,62,2024-04-13,7,mobile,direct,/category/smartphones
392,63,2024-04-26,7,mobile,social_media,/deals
393,63,2024-04-25,9,desktop,email,/category/smartphones
394,63,2024-03-28,9,desktop,organic_search,/category/laptops
395,63,2024-05-30,10,desktop,direct,/category/smartphones
396,63,2024-03-15,10,desktop,organic_search,/category/laptops
397,63,2024-03-17,13,mobile,paid_search,/home
398,63,2024-04-25,14,desktop,social_media,/new-arrivals
399,63,2024-02-08,11,desktop,email,/deals
400,63,2024-05-28,21,desktop,social_media,/category/headphones
401,63,2024-04-16,15,desktop,paid_search,/category/headphones
402,63,2024-05-01,18,desktop,email,/category/smartphones
403,63,2024-04-22,21,mobile,paid_search,/sale
404,63,2024-02-17,8,mobile,organic_search,/category/laptops
405,63,2024-03-14,13,desktop,organic_search,/category/headphones
406,64,2024-02-28,13,desktop,paid_search,/sale
407,64,2024-03-07,11,mobile,email,/home
408,64,2024-03-08,0,desktop,direct,/category/laptops
409,64,2024-05-13,19,mobile,organic_search,/new-arrivals
410,64,2024-05-15,7,mobile,paid_search,/category/smartphones
411,65,2024-02-03,23,desktop,direct,/category/smartphones
412,65,2024-04-18,18,mobile,social_media,/category/smartphones
413,65,2024-05-03,15,desktop,direct,/category/laptops
414,65,2024-05-27,8,mobile,social_media,/category/smartphones
415,65,2024-02-10,14,tablet,social_media,/deals
416,65,2024-05-25,10,desktop,paid_search,/category/laptops
417,65,2024-03-17,10,desktop,organic_search,/deals
418,65,2024-01-05,19,desktop,email,/deals
419,65,2024-06-16,12,mobile,organic_search,/category/smartphones
420,65,2024-05-15,13,mobile,organic_search,/sale
421,65,2024-02-03,19,mobile,paid_search,/category/headphones
422,65,2024-05-26,6,mobile,organic_search,/sale
423,65,2024-04-11,15,desktop,social_media,/sale
424,66,2024-02-18,15,desktop,social_media,/new-arrivals
425,66,2024-03-26,12,mobile,social_media,/deals
426,66,2024-01-02,19,desktop,organic_search,/home
427,67,2024-01-08,22,mobile,paid_search,/category/laptops
428,67,2024-03-31,13,desktop,organic_search,/deals
429,67,2024-03-09,13,mobile,direct,/sale
430,67,2024-03-28,14,mobile,referral,/new-arrivals
431,67,2024-01-20,17,mobile,organic_search,/category/laptops
432,67,2024-04-29,17,desktop,referral,/new-arrivals
433,67,2024-03-17,9,mobile,paid_search,/deals
434,67,2024-05-12,5,tablet,organic_search,/home
435,68,2024-03-01,22,mobile,social_media,/category/headphones
436,68,2024-03-28,10,mobile,social_media,/category/smartphones
437,68,2024-03-19,16,desktop,social_media,/category/headphones
438,68,2024-06-06,19,tablet,organic_search,/sale
439,68,2024-06-14,11,desktop,paid_search,/new-arrivals
440,68,2024-01-13,16,mobile,email,/category/laptops
441,69,2024-05-02,7,mobile,paid_search,/deals
442,69,2024-02-26,22,mobile,social_media,/home
443,69,2024-06-22,5,desktop,paid_search,/home
444,69,2024-02-17,13,mobile,paid_search,/home
445,69,2024-03-25,14,mobile,referral,/home
446,69,2024-06-14,18,mobile,social_media,/category/headphones
447,69,2024-03-04,7,mobile,organic_search,/deals
448,69,2024-02-11,13,mobile,paid_search,/sale
449,69,2024-05-08,11,mobile,direct,/category/headphones
450,69,2024-03-19,11,tablet,email,/category/smartphones
451,70,2024-06-20,18,mobile,organic_search,/category/headphones
452,70,2024-04-18,0,desktop,direct,/deals
453,70,2024-05-17,18,desktop,email,/category/smartphones
454,70,2024-03-09,19,mobile,email,/new-arrivals
455,70,2024-06-24,21,mobile,referral,/category/smartphones
456,70,2024-03-29,16,tablet,paid_search,/category/headphones
457,70,2024-01-18,11,mobile,direct,/home
458,70,2024-01-31,13,mobile,organic_search,/sale
459,70,2024-04-20,22,desktop,organic_search,/sale
460,70,2024-04-08,20,mobile,paid_search,/category/headphones
461,70,2024-01-25,13,mobile,email,/category/laptops
462,71,2024-05-14,22,mobile,organic_search,/category/laptops
463,71,2024-04-08,19,tablet,social_media,/home
464,71,2024-06-01,21,desktop,paid_search,/home
465,71,2024-02-11,17,desktop,organic_search,/home
466,72,2024-05-04,20,desktop,organic_search,/category/headphones
467,72,2024-06-10,20,desktop,organic_search,/category/smartphones
468,72,2024-02-26,7,desktop,paid_search,/category/smartphones
469,72,2024-05-29,22,mobile,social_media,/home
470,72,2024-04-15,11,mobile,organic_search,/category/smartphones
471,72,2024-04-16,13,mobile,organic_search,/category/laptops
472,72,2024-03-31,18,mobile,paid_search,/category/laptops
473,72,2024-02-23,16,tablet,organic_search,/sale
474,72,2024-02-04,20,desktop,direct,/new-arrivals
475,72,2024-02-24,12,desktop,paid_search,/category/smartphones
476,72,2024-01-28,12,desktop,social_media,/category/headphones
477,72,2024-02-06,2,desktop,organic_search,/new-arrivals
478,73,2024-03-16,13,mobile,organic_search,/category/headphones
479,73,2024-05-25,17,mobile,paid_search,/category/smartphones
480,73,2024-02-10,11,mobile,social_media,/deals
481,73,2024-04-15,13,desktop,organic_search,/sale
482,73,2024-02-27,9,mobile,paid_search,/new-arrivals
483,73,2024-01-12,18,mobile,organic_search,/category/laptops
484,73,2024-01-04,5,desktop,paid_search,/category/smartphones
485,73,2024-05-21,17,mobile,direct,/new-arrivals
486,73,2024-03-07,12,mobile,organic_search,/category/laptops
487,73,2024-04-07,3,mobile,social_media,/sale
488,74,2024-06-03,20,mobile,social_media,/category/smartphones
489,75,2024-01-24,14,mobile,social_media,/category/headphones
490,75,2024-06-22,16,mobile,direct,/category/headphones
491,75,2024-03-20,17,desktop,referral,/home
492,75,2024-05-30,16,mobile,paid_search,/category/smartphones
493,75,2024-01-13,17,mobile,direct,/category/smartphones
494,75,2024-01-18,18,desktop,organic_search,/sale
495,76,2024-04-09,15,desktop,paid_search,/sale
496,76,2024-04-25,11,desktop,social_media,/category/laptops
497,77,2024-06-06,10,desktop,organic_search,/category/headphones
498,77,2024-05-22,21,desktop,paid_search,/category/smartphones
499,77,2024-03-16,22,mobile,organic_search,/new-arrivals
500,77,2024-04-12,11,mobile,paid_search,/category/laptops
501,77,2024-05-10,7,desktop,organic_search,/home
502,78,2024-01-02,9,mobile,paid_search,/sale
503,78,2024-06-01,17,desktop,organic_search,/home
504,78,2024-05-26,9,mobile,paid_search,/home
505,79,2024-06-28,18,tablet,paid_search,/deals
506,79,2024-05-02,21,mobile,organic_search,/deals
507,79,2024-01-15,22,desktop,email,/category/laptops
508,79,2024-06-06,0,mobile,direct,/deals
509,79,2024-06-26,22,tablet,organic_search,/category/smartphones
510,79,2024-05-23,18,mobile,direct,/category/smartphones
511,79,2024-03-03,6,mobile,organic_search,/category/smartphones
512,80,2024-05-03,12,tablet,paid_search,/home
513,80,2024-02-28,17,mobile,paid_search,/deals
514,80,2024-02-18,22,tablet,paid_search,/new-arrivals
515,80,2024-06-01,8,mobile,organic_search,/new-arrivals
516,80,2024-03-05,8,mobile,paid_search,/sale
517,80,2024-05-29,13,tablet,paid_search,/deals
